CopieBN;CopieCol;DataFine;DataInizio;DescrizioneProdotto;Durata;EccBN;EccCol;NOL_FIN;NOL_INT;NumeroContratto;Proprietario;RagioneSociale;Stato;TotRata;﻿ClienteID;RowID
;*;;;VIDEO CITOFONO SKYLINE;;*;*;;;;fabio;OMZ S.r.l.;aperto;0.00 €;196;347
*;*;;;"N.2 HP PRODESK 400 G7 + N.5 MONITOR HP 27"" + N.1 MONITOR ACER 27"" + N.2 OFFICE H&B 2019 + N.3 WEBCAM (OMAGGIO)";;*;*;*;*;;fabio;Officine Muzza Srl;aperto;0.00 €;198;348
*;*;01/01/2028;24/11/2022;HP WORKSTATION Z2 + OFFICE + N.2 LICENZE AUTOCAD LTE + HP PLOTTER T630 + N.5 KIT CARTUCCE + ARMADIO RACK + N.2 CENTRALINI + 1 TEL.FISSO + N.7 CORDLESS + SWITCH;60;*;*;BNP 335;*;A1E09684;fabio;Officine Muzza Srl;aperto;335.00 €;198;349
*;*;01/04/2029;11/01/2024;DELL NOTEBOOK WORKSTATION PRECISION 3480 + OFFICE H&B 2021;60;*;*;BNP 40;*;A1E95547;fabio;Officine Muzza Srl;aperto;40.00 €;198;350
*;*;01/04/2029;21/02/2024;"HP PC 450 G9 + MONITOR 22"" + OFFICE (N.2 MERAKI Z3 + LICENZA 3 ANNI + SWITCH 8 PORTE + HP MONITOR 27"" materiali vecchio contratto)";60;*;*;BNP 65;*;A1F05120;fabio;Officine Muzza Srl;aperto;65.00 €;198;351
*;*;01/10/2029;28/08/2024;N.2 NOTEBOOK ACER + ESTENSIONE;60;*;*;BNP 60;*;A1F44360;fabio;Officine Muzza Srl;aperto;60.00 €;198;352
*;*;30/09/2029;01/10/2024;NAS SYNOLOGY COMPLETO N.2 HD 21TB + 1TB BACK UP IN CLOUD;60;*;*;;25;;fabio;Officine Muzza Srl;aperto;25.00 €;198;353
*;*;01/01/2030;03/10/2024;DELL WORKSTATION PRECISIO 3460 SFF;60;*;*;BNP 35;;A1F51483;fabio;Officine Muzza Srl;aperto;35.00 €;198;354
2000;2000;01/07/2030;23/06/2025;EPSON C879 CORNEGLIANO + EPSON C878 PIEVE;60;0.007;0.07;BNP 220;*;A1G05430;fabio;Officine Muzza Srl;aperto;220.00 €;198;355
;*;;;"N.2 HP PRODESK 400 G7 + N.5 MONITOR HP 27"" + N.1 MONITOR ACER 27"" + N.2 OFFICE H&B 2019 + N.3 WEBCAM (OMAGGIO)";;*;*;*;;;fabio;Officine Muzza Srl;aperto;0.00 €;198;356
;;;;centralino telefonico Panasonic Ncp1000. con circa 40 utenti;;;;;;;fabio;Opera Diocesana Istituto San Vincenzo;aperto;0.00 €;199;357
;;;;IMPLEMENTAZIONE CROSSBORDER;;;;;;;fabio;PANTHEON.IT SRL  (FANTE);aperto;0.00 €;200;358
;;28/02/2027;01/03/2022;HP NOTEBOOK LAPTOP 15S + OFFICE;60;;;;25;;fabio;PEDRAZZINI GIANNI;aperto;25.00 €;203;359
;;;08/05/2023;HP SERVER PROLIANT ML110 G10 ( N.2 HD 1TB + ESTENSIONE 36m + WINDOWS SERVER STANDARD 2019 + SQL2019);;;;;;;fabio;PGM SRL;aperto;0.00 €;205;360
;;;01/06/2023;N.0 LICENZE AUTOCAD LT (15/04/2024 arrivata mail di non rinnovare autocad) + N.3 LICENZE ACROBAT PRO + N.29 LICENZE ACROBAT STANDARD + N.1 LICENZA ADOBE INDESIGN + N.26 LICENZE MICROSOFT PROJECT + N.5 LICENZE PHOTOSHOP + 1 LICENZA ILLUSTRATOR (0 LICENZE AUTOCAD VIEWER + 13 ADOBE VIEWER GRATUITE) + N.47 LICENZA OFFICE 365;12ESI RINNOVO AUTOMATICO;;;;1846.65;;fabio;PGM SRL;aperto;184665.00 €;205;361
;;;01/05/2023;N.4 LICENZE PANDA ANTIVIRUS + N.7 LUGLIO 2023 + N.5 AGOSTO + N.1 SETTEMBRE + N.6 NOVEMBRE 2023 + N.10 DCEMBRE  + N.1 GENNAIO 2024 + N.5 GENNAIO 2024 + N.1 GENNAIO 2024 + N.4 FEBBRAIO 2024 + 2 NOVEMBRE 2024 + 1 FEBBRAIO 2025 (TOTALE N.50);;;;;;;fabio;PGM SRL;aperto;0.00 €;205;362
;;;01/06/2023;N.20 LICENZE UPGR WINDOWS 11PRO;;;;;;;fabio;PGM SRL;aperto;0.00 €;205;363
;;30/09/2029;01/10/2024;BACK UP IN CLOUD 2TB AGGIUNTIVI;60;;;;30;;fabio;PGM SRL;aperto;30.00 €;205;364
;400;01/02/2026;01/10/2024;AUMENTO COPIE COLORE VOSTRO ATTUALE CONTRATTO;;0.006567;0.065665;;20;;fabio;PROFIMED;aperto;20.00 €;207;365
;;01/05/2029;23/04/2024;"HP NOTEBOOK 250 G10 + MONITOR DELL 24""estensione";60;;;IFIS 30;;14157626;fabio;PROFIMED;aperto;30.00 €;207;366
;;01/07/2029;03/07/2024;"HP NOTEBOOK 250 G10 + MONITOR DELL 24""+estensine";60;;;IFIS 30;;14172241;fabio;PROFIMED;aperto;30.00 €;207;367
;;01/03/2030;25/02/2025;N.2 HP NOTEBOOK 250 G10 + estensione;60;;;IFIS 50;;14224467;fabio;PROFIMED;aperto;50.00 €;207;368
;;01/05/2030;24/04/2025;"HP NOTEBOOK 250 G10 + MONITOR DELL 24""";60;;;IFIS 30;;14238122;fabio;PROFIMED;aperto;30.00 €;207;369
;;01/08/2030;21/07/2025;"N 3 HP NOTEBOOK 250 G 10 + N 3 DELL MONITOR 24""";60;;;IFIS 90;;14251130;fabio;PROFIMED;aperto;90.00 €;207;370
12000;3100;;01/11/2025;EPSON EM-C8100 + N.6 EPSON EM-C800 + MULETTO;36;0.006;0.06;IFIS 450;;14252703;fabio;PROFIMED;aperto;450.00 €;207;371
*;*;01/01/2028;15/12/2022;AS400;60;*;*;BNP 100;;;fabio;PROVERA & C SAS DI MASSIMO PROVERA(ITAL NOLO);aperto;310.00 €;209;372
;;;;INSTALLAZIONE PER CONTO DI EPSON;;;;;;;fabio;PUNTOCOM SRL (FONDAZIONE CARIPLO);aperto;0.00 €;210;373
;;01/10/2028;20/07/2023;N.5 HP PROTOWER 400 G9;60;;;BNP 75;;;fabio;QUICK SERVICES SRL ( CON.SE.A SRL);aperto;75.00 €;211;374
1600;1000;01/04/2027;01/04/2022;EPSON C878 - CORSO SEMPIONE 270 20028 SAN VITTORE OLONA (VA);60;0.007834;0.078333;GRENKE  98;;;fabio;R.E.M. Ecologia S.r.l.;aperto;98.00 €;212;375
2000;2500;01/01/2028;01/01/2023;N.2 EPSON C579;60;0.007834;0.078333;GRENKE 200;;;fabio;R.E.M. Ecologia S.r.l.;aperto;200.00 €;212;376
;;;01/12/2022;N.18 LICENZE MICROSOFT 365 BUSINESS STANDARD;12 RINNOVO AUTOMATICO;;;;2592 anno;;fabio;R.E.M. Ecologia S.r.l.;aperto;0.00 €;212;377
;;;;IN DATA 12/03/2025 ARRIVATA MAIL X DISDETTA SEGUENTE CASELLA: katiaz;;;;;;;fabio;R.E.M. Ecologia S.r.l.;aperto;0.00 €;212;378
;;;01/04/2023;N.1 LICENZE MICROSOFT 365 BUSINESS STANDARD (domenico@rem...);12 RINNOVO AUTOMATICO;;;;144 ANNO;;fabio;R.E.M. Ecologia S.r.l.;aperto;0.00 €;212;379
;;;01/12/2022;N.9 CASELLE EXCHANGE ONLINE;12 RINNOVO AUTOMATICO;;;;648 ANNO;;fabio;R.E.M. Ecologia S.r.l.;aperto;0.00 €;212;380
;;;01/07/2023;AUMENTO SPAZIO CASELLA MAIL DA 50 GB A 100 GB LOGISTICA@REMECOLOGIA.IT;12 RINNOVO AUTOMATICO;;;;90;;fabio;R.E.M. Ecologia S.r.l.;aperto;90.00 €;212;381
;;;01/01/2024;N.2 LICENZE MICROSOFT 365 BUSINESS STANDARD (domenico@rem...);12 RINNOVO AUTOMATICO;;;;2880anno;;fabio;R.E.M. Ecologia S.r.l.;aperto;0.00 €;212;382
;;;01/01/2024;N.1 LICENZE MICROSOFT 365 BUSINESS STANDARD (domenico@rem...);12 RINNOVO AUTOMATICO;;;;144 ANNO CAD;;fabio;R.E.M. Ecologia S.r.l.;aperto;0.00 €;212;383
;;;01/04/2024;N.1 LICENZE MICROSOFT 365 BUSINESS STANDARD (stefania@rem...);12 RINNOVO AUTOMATICO;;;;144 ANNO CAD;;fabio;R.E.M. Ecologia S.r.l.;aperto;0.00 €;212;384
;;;01/05/2024;N.1 LICENZE MICROSOFT 365 BUSINESS STANDARD (a.cattaneo@rem...);12 RINNOVO AUTOMATICO;;;;144 ANNO CAD;;fabio;R.E.M. Ecologia S.r.l.;aperto;0.00 €;212;385
500;3000;01/07/2029;01/07/2024;EPSON C878 (2 CASSETTI + STAND) + HP LASERJET M507DN +  (YEASTAR CENTRALINO + N.2 TELEFONI FISSI SNOM D712 + N.1 CORDLESS vecchio contratto);60;0.006;0.06;GRENKE 330;;;fabio;R.E.M. Ecologia S.r.l.;aperto;330.00 €;212;386
1500;*;01/07/2029;01/07/2024;XEROX C400;60;0.006;;*;;;fabio;R.E.M. Ecologia S.r.l.;aperto;0.00 €;212;387
;;;01/01/2025;N.1 LICENZE MICROSOFT 365 BUSINESS STANDARD (r.leoni@rem...);12 RINNOVO AUTOMATICO;;;;144 ANNO CAD;;fabio;R.E.M. Ecologia S.r.l.;aperto;0.00 €;212;388
;;;01/02/2025;N.1 LICENZE MICROSOFT 365 BUSINESS STANDARD (prenotazioni@rem...);12 RINNOVO AUTOMATICO;;;;144 ANNO CAD;;fabio;R.E.M. Ecologia S.r.l.;aperto;0.00 €;212;389
;;;01/05/2025;N.1 LICENZE MICROSOFT 365 BUSINESS STANDARD (m.pertuolo@rem...);12 RINNOVO AUTOMATICO;;;;144 ANNO CAD;;fabio;R.E.M. Ecologia S.r.l.;aperto;0.00 €;212;390
;;;01/09/2025;N.1 LICENZE MICROSOFT 365 BUSINESS STANDARD (l.gerosa@rem...);12 RINNOVO AUTOMATICO;;;;144 ANNO CAD;;fabio;R.E.M. Ecologia S.r.l.;aperto;0.00 €;212;391
;;;;TOTEM TERMOGRAFICO;*;*;*;;;;fabio;R.E.M. Ecologia S.r.l.;aperto;0.00 €;212;392
;;;;IN DATA 12/03/2025 ARRIVATA MAIL X DISDETTA SEGUENTE CASELLA: katiaz;;;;;;;fabio;R.E.M. Ecologia S.r.l.;aperto;0.00 €;212;393
;;01/04/2026;23/02/2021;HP SERVER PROLIANT DL20G10 (RAM 32GB-  N.3 HD 1TB -  N.2 ALIMENTATORI - DVD -  WINDOWS SERVER STANDARD 2019 + 10 CALL GARANZIA 60 MESI) cisco meraki z3 + licenza 5 anni;60;;;BNP 120;;;fabio;RETI RUSCONI SRL;aperto;120.00 €;216;394
;;01/10/2026;07/07/2021;EPSON C878 + WIFI EXTENDER;60;0.007834;0.078333;BNP 70;;;fabio;RETI RUSCONI SRL;aperto;70.00 €;216;395
;;01/10/2027;27/09/2022;EPSON C529;60;0.007834;0.078333;BNP 20;;;fabio;RETI RUSCONI SRL;aperto;20.00 €;216;396
33000 ANNO;8000 ANNO;01/07/2030;16/04/2025;EPSON C879 2 CASSETTI + EPSON C800 + XEROX B410 + DISTRUGGIDOCUMENTI;60;0.0065;0.065;BNP 197;;A1F88796;fabio;RETI RUSCONI SRL;aperto;197.00 €;216;397
;0.012309;01/07/2026;29/11/2019;XEROX C 405 + SERVER ML110G10 +RAM 32GB + N.3 HD 600 GB + DVD + DOPPIO ALIMENTATORE + ESSENTIAL 2019 + SISTEMA OPERATIVO + 1 SAMSUNG S10E 128GB + 1 IPHONE 11 PRO 256 GB + (N.2 IPHONE 8 + N. 1 I PAD lasciati dal vecchio noleggio  non segnati sul DDT) - N.1 PC HP800 G5 SFF (I5 8GB 256GB WIN 10) + PC HP 600 G3  (I5 8GB 256GB WIN 10) + 2 OFFICE;78;1500;300;BNP 317,13;;;fabio;RS STUDIO DI ROSA SCALERA;aperto;31713.00 €;218;398
;0.007834;01/10/2026;18/03/2021;EPSON ENTERPRICE WF-C20750 + 2 UPS (DOMINIO + ASUS ZENBOOK UX433 +  2 UPS+ 1 IPHONE + 1GALAXY NOTE + EPSON C579  + NAS+ 2 HD 2 TB + SWITCH + TELEFONI + N.9 PC + 10 OFFICE + 9 MONITOR + 10 ANTIVIRUS ) BENI USATI RIPORTATI DAI VECCHI NOLEGGI;66;4000;600;IFIS 850;;;fabio;RS STUDIO SRL;aperto;850.00 €;219;399
2000;1500;01/10/2030;01/10/2025;"epson  workforce c 879 + ( N.2 PC HP 400 G7 +2 MONITOR 21,5"" + 2 OFFICE vecchio ctr)";60;0.015;0.15;GRENKE 300;;127-44128;fabio;S.A.M. SRL;aperto;300.00 €;222;400
;;01/01/2030;03/10/2024;IPHONE 16 PRO MAX NERO 1TB + RACK SAFE;60;;;BNP 50;;A1F51460;fabio;S.A.M. SRL;aperto;50.00 €;222;401
;;;01/05/2022;IPHONE 13 256 GB + N.3 IPHONE 13 PRO 256 GB;;;;;;;fabio;SANITAS DIAGNOSTICA;aperto;0.00 €;224;402
500 TANDEM;100 TANDEM;;01/10/2025;EPSON EM-C800;60M;0.0065;0.065;BNP;;A1G27884;fabio;SAVA SRL;aperto;49.00 €;225;403
*;*;01/10/2030;04/09/2025;CENTRALINO YESTAR P 520 + N.7 TEL. T43U YEALINK;60;*;*;BNP 55;;A1G07060;fabio;SAVEPA SRL;aperto;55.00 €;226;404
5000;0;01/08/2030;01/08/2025;EPSON EM-C800 + EPSON C579 (VECCHIO CONTRATTO s/n X576006001);60;0.006;0.06;GRENKE 60;;127-44212;fabio;SCILLIERI MICHELE;aperto;60.00 €;227;405
1250;200;01/01/2028;01/01/2023;XEROX C7025 + FAX (USATA) TORINO;60;0.007945;0.114354;*;*;;fabio;SERVICE KEY SPA (Oceanica Italia Srl);aperto;0.00 €;231;406
1000;100;01/10/2025;01/10/2020;WORKCENTRE C7025  - IN USO A BRESCIA;60;0.007834;0.078333;IFIS 95;*;;fabio;SERVICE KEY SPA (Oceanica Italia Srl);aperto;95.00 €;231;407
*;*;01/04/2026;17/03/2021;"MACBOOK PRO 13"" + APPLE CARE";60;*;*;BNP 55;*;;fabio;SERVICE KEY SPA (Oceanica Italia Srl);aperto;55.00 €;231;408
6000;900;01/01/2027;23/10/2021;XEROX C7025 V_T + FAX + PS3 + N.6 SURFACE GO2LTE + TYPE COVER;60;0.007834;0.078333;BNP 320;;;fabio;SERVICE KEY SPA (Oceanica Italia Srl);aperto;320.00 €;231;409
*;*;01/04/2027;25/02/2022;N.2 MICROSOFT SURFACE GO2LTE + TASTIERA + ESTENSIONE;60;*;*;BNP 40;;;fabio;SERVICE KEY SPA (Oceanica Italia Srl);aperto;40.00 €;231;410
*;*;01/10/2027;26/09/2022;MICROSOFT SURFACE GO2LTE + TASTIERA;60;*;*;BNP 20;;;fabio;SERVICE KEY SPA (Oceanica Italia Srl);aperto;40.00 €;231;411
*;*;01/01/2028;10/11/2022;MICROSOFT SURFACE GO2LTE + TASTIERA;60;*;*;BNP 20;;;fabio;SERVICE KEY SPA (Oceanica Italia Srl);aperto;40.00 €;231;412
*;*;01/01/2027;29/11/2022;IPAD PRO 11 512GB (APPLE PENCIL + MAGIC KAIBOARD) + IPHONE 14 PRO 256GB + APPLE CARE;48;*;*;BNP 105;;;fabio;SERVICE KEY SPA (Oceanica Italia Srl);aperto;105.00 €;231;413
1500;200;01/10/2028;29/09/2023;XEROX C405 + STAND;60;0.00714;0.0714;BNP 85;;;fabio;SERVICE KEY SPA (Oceanica Italia Srl);aperto;85.00 €;231;414
*;*;01/01/2029;24/11/2023;N. 3 MICROSOFT SURFACE GO2LTE + TASTIERA;60;*;*;BNP 60;;;fabio;SERVICE KEY SPA (Oceanica Italia Srl);aperto;60.00 €;231;415
;;01/10/2027;09/09/2022;"HP PLOTTER DESIGNJET T630 36"" + ESTENSIONE + N.5 KIT CARTUCCE";;;;BNP 90;;;fabio;SMYTH SRL ARTI GRAFICHE;aperto;90.00 €;239;416
3000;300;01/06/2028;01/06/2023;EPSON C878;;0.006;0.06;IFIS 90;;;fabio;SMYTH SRL ARTI GRAFICHE;aperto;90.00 €;239;417
1000;0;01/04/2026;17/03/2021;EPSON PRO  WF-C878;60M;0.008446;0.084456;BNP 90;*;A1C68383;fabio;SORINI & MIGLIAVACCA SPA;aperto;90.00 €;243;418
*;0;01/04/2027;04/03/2022;CENTRALINO + N.9 TELEFONI + N.16 INTERNI;60M;*;*;BNP 90;*;;fabio;SORINI & MIGLIAVACCA SPA;aperto;90.00 €;243;419
300;500;01/04/2028;18/01/2023;EPSON C529;60M;0.008446;0.084456;BNP 42;*;;fabio;SORINI & MIGLIAVACCA SPA;aperto;42.00 €;243;420
300;500;01/07/2028;04/04/2023;EPSON C529;60M;0.008446;0.084456;BNP 42;*;;fabio;SORINI & MIGLIAVACCA SPA;aperto;42.00 €;243;421
500 IN TANDEM;100 IN TANDE;01/01/2029;11/10/2023;EPSON C529 + C579;60M;0.008446;0.084456;BNP 107;*;;fabio;SORINI & MIGLIAVACCA SPA;aperto;107.00 €;243;422
2000 IN TANDEM;800 IN TANDEM;;01/10/2025;EPSON C879;60M;0.008446;0.084456;BNP;;A1G28544;fabio;SORINI & MIGLIAVACCA SPA;aperto;140.00 €;243;423
30;100;30/06/2026;01/07/2025;EPSON C579 usata vecchio ctr;12;0.006;0.06;;30;;fabio;SP LIGHT AND DESIGN SRL;aperto;30.00 €;244;424
*;*;01/10/2025;26/07/2022;HP WORKSTATION Z2 TOWER G9 (WIN 10) - LASCIATA AL CLIENTE;36;*;*;BNP 65;*;A1D85111;fabio;ST. ASS. DI INGEGNERIA PASQUINI di D.Pasquini e L.Pasquini;aperto;65.00 €;247;425
*;*;01/01/2028;02/11/2022;CENTRALINO YEASTAR S20 + SCHEDA S2 + SCHEDA O2 + CITOFONO FANVILLE + N.5 GIGASET AS690 + SWITCH 16 PORTE POE;60;*;*;BNP 50;*;A1E03109;fabio;ST. ASS. DI INGEGNERIA PASQUINI di D.Pasquini e L.Pasquini;aperto;50.00 €;247;426
;;01/09/2027;01/07/2024;N.3 HP WORKSTATION Z2 MINI G9 + HP PROBOOK 450 G10;36;;;IFIS 250;*;14169449;fabio;ST. ASS. DI INGEGNERIA PASQUINI di D.Pasquini e L.Pasquini;aperto;250.00 €;247;427
1000;1000;01/07/2030;14/05/2025;EPSON C878 + HP SERVER ML350 G10 (USATO) + FIREWALL  UBYQUITY;60;0.01092;0.1201;bnp 280;*;A1F95361;fabio;ST. ASS. DI INGEGNERIA PASQUINI di D.Pasquini e L.Pasquini;aperto;280.00 €;247;428
500;200;31/01/2028;01/02/2023;EPSON C579 RIGENERATA;60;0.005;0.05;;30;;fabio;STAWIMPIANTI SRL;aperto;30.00 €;249;429
;;01/01/2029;24/11/2023;"HP PLOTTER DESIGN JET STUDIO 24"" COMPLETO DI N.5 KIT NERO + COLORI";60;;;BNP 95;;;fabio;STUDIO ARCHITETTO ENZO BETTINELLI;aperto;95.00 €;251;430
;;01/01/2030;17/10/2024;"HP WORKSTATION Z2 G9 + MONITOR 27"" + (PLOTTERDESIGNJET T1700 vecchio contratto)";60;;;BNP 115;;A1F52031;fabio;STUDIO ARCHITETTO ENZO BETTINELLI;aperto;115.00 €;251;431
;;01/10/2027;16/09/2022;HP PLOTTER DESIGNJET T630 + ESTENSIONE 60 M + N.5 KIT CARTUCCE;60;;;BNP 95;;;fabio;STUDIO ASSOCIATO ADZ ENGENEERING;aperto;95.00 €;252;432
;;01/01/2029;17/11/2023;ARMADIO RACK COMPLETO DI ACCESSORI;60;;;BNP 30;;;fabio;STUDIO ASSOCIATO DR.RONCHI-DR.GUARIGLIA-DR GHISLANDI;aperto;30.00 €;253;433
;;01/01/2029;24/11/2023;NOTEBOOK MSI CREATOR Z17HX;60;;;BNP 50;;;fabio;STUDIO ASSOCIATO SCARAMUZZA E ZUCCHETTI;aperto;50.00 €;254;434
800;400;01/10/2029;27/09/2024;XEROX C7025 USATA;60;0.008;0.08;IFIS 50;;14189959;fabio;STUDIO ASSOCIATO SCARAMUZZA E ZUCCHETTI;aperto;50.00 €;254;435
;;;01/06/2023;N.2 EPSON M5299 + N.2 TONER;;;;;;;fabio;STUDIO DE ROSA SNC;aperto;0.00 €;256;436
*;*;01/01/2026;06/11/2020;HP SERVER PROLIANT DL380 G10 (N.2 PROCESSORI + 64GB RAM + 4 HARD DISK 1.2 TB + N.2 HARD DISK 300GB + 2 ALIMENTATORI + SISTEMA OPERATIVO  WINDOWS SERVER STANDARD 2019);60;*;*;BNP 110;*;A1C37763;fabio;STUDIO FANTE;aperto;110.00 €;257;437
*;*;;01/05/2021;SYNOLOGY NAS DS220+ COMPLETO DI N.2 HARDDISK 3TB;;*;*;;*;;fabio;STUDIO FANTE;aperto;0.00 €;257;438
*;*;31/05/2026;01/06/2021;BACK UP IN CLOUD 1 TB;60;*;*;*;50;;fabio;STUDIO FANTE;aperto;50.00 €;257;439
1500;500;01/10/2027;15/09/2022;EPSON C879 + PC DELL OPTIPLEX 3090 MT;60;0.005036;0.050357;BNP 175;*;A1D91323;fabio;STUDIO FANTE;aperto;175.00 €;257;440
;;01/03/2026;01/03/2023;"N.2 NOTEBOOK HP 250 G9 I5 + HP 250 G9 I7 (SARA' IN USO A CASA DALLA CEDRIN AL POSTO DEL DELL CHE SI CHIUDERA')+ MONITOR 22""";36;;;IFIS 120;*;14078520;fabio;STUDIO FANTE;aperto;120.00 €;257;441
;;;01/03/2023;N.8 INDIRIZZI E-MAIL;;;;;1200 anno;;fabio;STUDIO FANTE;aperto;0.00 €;257;442
;;;01/04/2023;N.1 INDIRIZZI E-MAIL 8simone.ronchegalli@...);;;;;150 anno;;fabio;STUDIO FANTE;aperto;0.00 €;257;443
;;01/04/2027;22/02/2023;HP PRODESK 400 G9 (IN USO CEDRINI UFFICIO);48;;;BNP 35;*;A1E30084;fabio;STUDIO FANTE;aperto;0.00 €;257;444
;;01/01/2029;08/11/2023;APPLE IPAD PRO 11 WIFI+CELL 128GB + MAGIC KAYBOARD;60;;;BNP 35;;A1E80709;fabio;STUDIO FANTE;aperto;35.00 €;257;445
;;;01/04/2023;DOMINIO STUDIO-FANTE.COM;;;;;300 ANNO;;fabio;STUDIO FANTE;aperto;300.00 €;257;446
;;;01/03/2024;ASSISTENZA ANNUALE CENTRALINO;;;;;250 ANNO;;fabio;STUDIO FANTE;aperto;0.00 €;257;447
;;31/03/2025;01/04/2024;"CREAZIONE GESTIONE N.2 INDIRIZZI MAIL ( segreteria@studio-fante.com ; angela.logatto@studio-fante.com";12ESI RINNOVO AUTOMATICO;;;;300 anno;;fabio;STUDIO FANTE;aperto;0.00 €;257;448
;;01/04/2029;27/03/2024;HP NOTEBOOK 250 G9;60;;;BNP 35;;A1F13515;fabio;STUDIO FANTE;aperto;35.00 €;257;449
;;;;HP LASERJET MFP M234DW;;;;;;;fabio;STUDIO FANTE;aperto;0.00 €;257;450
;;;01/12/2024;ATTIVAZIONE N.2 NUOVI ACCOUNT giovanni.cherubini + riunioni;;;;;300 anno;;fabio;STUDIO FANTE;aperto;0.00 €;257;451
;;01/01/2028;05/12/2024;HP PROBOOK 440 G11;36;;;BNP 40;;A1F65820;fabio;STUDIO FANTE;aperto;40.00 €;257;452
;;01/01/2028;01/01/2025;MICROSOFT SURFACE PRO 11 5GB + CUSTODIA + TASTIERA + PENNINO + ESTENSIONE;36;;;BNP 55;;A1F69681;fabio;STUDIO FANTE;aperto;55.00 €;257;453
;;;01/05/2025;LICENZA SICUREZZA MICROSOFT ENTRA IDP2 (85 UT CARTELLA SHAREPOINT);12ESI RINNOVO AUTOMATICO;;;;110 ANNO;;fabio;STUDIO FANTE;aperto;0.00 €;257;454
*;*;;01/10/2025;HP SERVER PROLIANT DL320 ( 64GB + N.6 SSD 480 GB + DOPPIO ALIMENTATORE + (SISTEMA OP WINDOWS SERVER STANDARD 2019 VECCHIO CONTRATTO) + ESTENSIONE HP);60;*;*;BNP 120;*;A1G22343;fabio;STUDIO FANTE;aperto;120.00 €;257;455
*;*;;01/10/2025;N.2 HP PROBOOK 460 G11 (ULTRA I5 16 256 ) + HP PROBOOK 460 G11 (ULTRA I7 16 512) + ESTENSIONE HP + N.2 PANDA;36;*;*;IFIS 120;*;14260686;fabio;STUDIO FANTE;aperto;120.00 €;257;456
*;*;;01/10/2025;CENTRALINO IN CLOUD + N.13 TEL + CORDLESS;12;*;*;;141;;fabio;STUDIO FANTE;aperto;141.00 €;257;457
*;*;;01/10/2025;DOMINIO + HOSTING www.fante.it;;*;*;;200 anno;;fabio;STUDIO FANTE;aperto;0.00 €;257;458
*;*;;01/10/2025;DOMINIO + HOSTING www.fanteadvisory.eu;;*;*;;250 anno;;fabio;STUDIO FANTE;aperto;0.00 €;257;459
;*;;;REALIZZAZIONE VPN (MERAKI MX - 64 + ASSISTENZA E AGGIORNAMENTI CANONE ANNUALE);;*;*;;;;fabio;STUDIO FANTE;aperto;0.00 €;257;460
;;;;HP LASERJET MFP M234DW;;;;;;;fabio;STUDIO FANTE;aperto;0.00 €;257;461
500;500;01/04/2031;21/02/2025;"EPSON AM-C 4000 (completa di finitore + FAX ) + HP SERVER PROLIANT ML 110 G11( 3ssd 960 - 32gb ram - secondo limentatore - wimdows server standard 2022 + 5 call + estensione ) + IPHONE 16 PRO 512GB  + N.2 HP PROTOWER 290 G9 ( SSD 2TB) + N.2 MONITOR 24"" + SURFACE LAPTOP 6 + N.2 OFFICE H&B 2024 + N.10 PANDA ANTIVIRUS + NAS SYNOLOGY + N.3 HD 4 TB + 2 PC DELL 3910 + 2 OFFICE H&B 2021 ( ACQUISTATI DAL CLIENTE) + N.3 UPS OMAGGIO";72;0.005;0.05;BNP 355;;A1F77509;fabio;STUDIO MAENZA SRLS;aperto;355.00 €;261;462
;;31/10/2027;01/11/2022;N.2 GALAXY S22 ULTRA 5G BLACK 128GB ( rotto 1 come da accordi con fabio si sostituisce con samsung galaxy 22 ultra );60;;;;40;;fabio;SV EDILCOSTRUZIONI SRLS;aperto;40.00 €;265;463
;;28/02/2028;01/03/2023;ACER AIO + OFFICE;60;;;;30;;fabio;SV EDILCOSTRUZIONI SRLS;aperto;30.00 €;265;464
5000;*;01/04/2028;01/03/2023;"EPSON C579 + HP PC 400 G9 + MONITOR 21,5"" + HP NOTEBOOK 450 G9";60;0.01242;0.1242;IFIS 130;*;;fabio;Studio Ratti Sas FINDATA;aperto;130.00 €;269;465
;*;01/06/2028;18/05/2023;"HP PERSONAL COMPUTER 290 G9 + MONITOR 21,5"" + HP NOTEBOOK 250 G9";60;;;IFIS 40;*;;fabio;Studio Ratti Sas FINDATA;aperto;40.00 €;269;466
140000 ANNO in tandem;3000 ANNO in tandem;01/08/2029;01/08/2024;EPSON C879;60;0.006;0.06;IFIS 230;*;14175157;fabio;Studio Silva Confalonieri Srl;aperto;230.00 €;270;467
160000 ANNO IN TANDEM;13000 ANNO IN TANDEM;;01/11/2025;EPSONEM- C8100 + N.3 EPSON EM-C800;60M;0.006;0.06;IFIS;;14260953;fabio;Studio Silva Confalonieri Srl;aperto;280.00 €;270;468
;;01/03/2029;23/02/2024;HP PROBOOK 450 G9 + OFFICE + PANDA;60;;;BNP 30;;A1F06604;fabio;TECRA SRL;aperto;30.00 €;272;469
*;*;01/04/2026;01/02/2021;"HP DESIGNJET T630 36"" + ESTENSIONE 60 MESI  COMPLETO DI N.2 TESTINA + N.5 kit CARTUCCE NERO + COLORE";60;*;*;BNP 105;*;;fabio;TEKNEMA CONSULTING;aperto;105.00 €;273;470
*;*;;;IPAD 8GENERAZIONE;;*;*;*;*;;fabio;TEKNEMA CONSULTING;aperto;0.00 €;273;471
