ClienteID;RagioneSociale;NumeroContratto;DataInizio;DataFine;Durata;DescrizioneProdotto;NOL_FIN;NOL_INT;TotRata;CopieBN;EccBN;CopieCol;EccCol;Stato
212;R.E.M. Ecologia S.r.l.;;01/01/2024;;12 RINNOVO AUTOMATICO;N.2 LICENZE MICROSOFT 365 BUSINESS STANDARD (domenico@rem...);;2880anno;288anno;;;;;aperto
212;R.E.M. Ecologia S.r.l.;;01/01/2024;;12 RINNOVO AUTOMATICO;N.1 LICENZE MICROSOFT 365 BUSINESS STANDARD (domenico@rem...);;144 ANNO CAD;144ANNOCAD;;;;;aperto
212;R.E.M. Ecologia S.r.l.;;01/04/2024;;12 RINNOVO AUTOMATICO;N.1 LICENZE MICROSOFT 365 BUSINESS STANDARD (stefania@rem...);;144 ANNO CAD;144ANNOCAD;;;;;aperto
212;R.E.M. Ecologia S.r.l.;;01/05/2024;;12 RINNOVO AUTOMATICO;N.1 LICENZE MICROSOFT 365 BUSINESS STANDARD (a.cattaneo@rem...);;144 ANNO CAD;144ANNOCAD;;;;;aperto
212;R.E.M. Ecologia S.r.l.;;01/07/2024;01/07/2029;60;EPSON C878 (2 CASSETTI + STAND) + HP LASERJET M507DN +  (YEASTAR CENTRALINO + N.2 TELEFONI FISSI SNOM D712 + N.1 CORDLESS vecchio contratto);GRENKE 330;;330;500;0.006;3000;0.06;aperto
212;R.E.M. Ecologia S.r.l.;;01/07/2024;01/07/2029;60;XEROX C400;*;;*;1500;0.006;*;;aperto
212;R.E.M. Ecologia S.r.l.;;01/01/2025;;12 RINNOVO AUTOMATICO;N.1 LICENZE MICROSOFT 365 BUSINESS STANDARD (r.leoni@rem...);;144 ANNO CAD;144ANNOCAD;;;;;aperto
212;R.E.M. Ecologia S.r.l.;;01/02/2025;;12 RINNOVO AUTOMATICO;N.1 LICENZE MICROSOFT 365 BUSINESS STANDARD (prenotazioni@rem...);;144 ANNO CAD;144ANNOCAD;;;;;aperto
212;R.E.M. Ecologia S.r.l.;;01/05/2025;;12 RINNOVO AUTOMATICO;N.1 LICENZE MICROSOFT 365 BUSINESS STANDARD (m.pertuolo@rem...);;144 ANNO CAD;144ANNOCAD;;;;;aperto
212;R.E.M. Ecologia S.r.l.;;01/09/2025;;12 RINNOVO AUTOMATICO;N.1 LICENZE MICROSOFT 365 BUSINESS STANDARD (l.gerosa@rem...);;144 ANNO CAD;144ANNOCAD;;;;;aperto
212;R.E.M. Ecologia S.r.l.;;;;*;TOTEM TERMOGRAFICO;;;*;;*;;*;aperto
212;R.E.M. Ecologia S.r.l.;;;;;IN DATA 12/03/2025 ARRIVATA MAIL X DISDETTA SEGUENTE CASELLA: katiaz;;;;;;;;aperto
216;RETI RUSCONI SRL;;23/02/2021;01/04/2026;60;HP SERVER PROLIANT DL20G10 (RAM 32GB-  N.3 HD 1TB -  N.2 ALIMENTATORI - DVD -  WINDOWS SERVER STANDARD 2019 + 10 CALL GARANZIA 60 MESI) cisco meraki z3 + licenza 5 anni;BNP 120;;120;;;;;aperto
216;RETI RUSCONI SRL;;07/07/2021;01/10/2026;60;EPSON C878 + WIFI EXTENDER;BNP 70;;70;;0.007834;;0.078333;aperto
216;RETI RUSCONI SRL;;27/09/2022;01/10/2027;60;EPSON C529;BNP 20;;20;;0.007834;;0.078333;aperto
216;RETI RUSCONI SRL;A1F88796;16/04/2025;01/07/2030;60;EPSON C879 2 CASSETTI + EPSON C800 + XEROX B410 + DISTRUGGIDOCUMENTI;BNP 197;;197;33000 ANNO;0.0065;8000 ANNO;0.065;aperto
218;RS STUDIO DI ROSA SCALERA;;29/11/2019;01/07/2026;78;XEROX C 405 + SERVER ML110G10 +RAM 32GB + N.3 HD 600 GB + DVD + DOPPIO ALIMENTATORE + ESSENTIAL 2019 + SISTEMA OPERATIVO + 1 SAMSUNG S10E 128GB + 1 IPHONE 11 PRO 256 GB + (N.2 IPHONE 8 + N. 1 I PAD lasciati dal vecchio noleggio  non segnati sul DDT) - N.1 PC HP800 G5 SFF (I5 8GB 256GB WIN 10) + PC HP 600 G3  (I5 8GB 256GB WIN 10) + 2 OFFICE;BNP 317,13;;31713;;1500;0.012309;300;aperto
219;RS STUDIO SRL;;18/03/2021;01/10/2026;66;EPSON ENTERPRICE WF-C20750 + 2 UPS (DOMINIO + ASUS ZENBOOK UX433 +  2 UPS+ 1 IPHONE + 1GALAXY NOTE + EPSON C579  + NAS+ 2 HD 2 TB + SWITCH + TELEFONI + N.9 PC + 10 OFFICE + 9 MONITOR + 10 ANTIVIRUS ) BENI USATI RIPORTATI DAI VECCHI NOLEGGI;IFIS 850;;850;;4000;0.007834;600;aperto
222;S.A.M. SRL;127-44128;01/10/2025;01/10/2030;60;"epson  workforce c 879 + ( N.2 PC HP 400 G7 +2 MONITOR 21,5"" + 2 OFFICE vecchio ctr)";GRENKE 300;;300;2000;0.015;1500;0.15;aperto
222;S.A.M. SRL;A1F51460;03/10/2024;01/01/2030;60;IPHONE 16 PRO MAX NERO 1TB + RACK SAFE;BNP 50;;50;;;;;aperto
224;SANITAS DIAGNOSTICA;;01/05/2022;;;IPHONE 13 256 GB + N.3 IPHONE 13 PRO 256 GB;;;VENDITA;;;;;aperto
225;SAVA SRL;A1G27884;01/10/2025;;60M;EPSON EM-C800;BNP;;49;500 TANDEM;0.0065;100 TANDEM;0.065;aperto
226;SAVEPA SRL;A1G07060;04/09/2025;01/10/2030;60;CENTRALINO YESTAR P 520 + N.7 TEL. T43U YEALINK;BNP 55;;55;*;*;*;*;aperto
227;SCILLIERI MICHELE;127-44212;01/08/2025;01/08/2030;60;EPSON EM-C800 + EPSON C579 (VECCHIO CONTRATTO s/n X576006001);GRENKE 60;;60;5000;0.006;0;0.06;aperto
231;SERVICE KEY SPA (Oceanica Italia Srl);;01/01/2023;01/01/2028;60;XEROX C7025 + FAX (USATA) TORINO;*;*;*;1250;0.007945;200;0.114354;aperto
231;SERVICE KEY SPA (Oceanica Italia Srl);;01/10/2020;01/10/2025;60;WORKCENTRE C7025  - IN USO A BRESCIA;IFIS 95;*;95;1000;0.007834;100;0.078333;aperto
231;SERVICE KEY SPA (Oceanica Italia Srl);;17/03/2021;01/04/2026;60;"MACBOOK PRO 13"" + APPLE CARE";BNP 55;*;55;*;*;*;*;aperto
231;SERVICE KEY SPA (Oceanica Italia Srl);;23/10/2021;01/01/2027;60;XEROX C7025 V_T + FAX + PS3 + N.6 SURFACE GO2LTE + TYPE COVER;BNP 320;;320;6000;0.007834;900;0.078333;aperto
231;SERVICE KEY SPA (Oceanica Italia Srl);;25/02/2022;01/04/2027;60;N.2 MICROSOFT SURFACE GO2LTE + TASTIERA + ESTENSIONE;BNP 40;;40;*;*;*;*;aperto
231;SERVICE KEY SPA (Oceanica Italia Srl);;26/09/2022;01/10/2027;60;MICROSOFT SURFACE GO2LTE + TASTIERA;BNP 20;;40;*;*;*;*;aperto
231;SERVICE KEY SPA (Oceanica Italia Srl);;10/11/2022;01/01/2028;60;MICROSOFT SURFACE GO2LTE + TASTIERA;BNP 20;;40;*;*;*;*;aperto
231;SERVICE KEY SPA (Oceanica Italia Srl);;29/11/2022;01/01/2027;48;IPAD PRO 11 512GB (APPLE PENCIL + MAGIC KAIBOARD) + IPHONE 14 PRO 256GB + APPLE CARE;BNP 105;;105;*;*;*;*;aperto
231;SERVICE KEY SPA (Oceanica Italia Srl);;29/09/2023;01/10/2028;60;XEROX C405 + STAND;BNP 85;;85;1500;0.00714;200;0.0714;aperto
231;SERVICE KEY SPA (Oceanica Italia Srl);;24/11/2023;01/01/2029;60;N. 3 MICROSOFT SURFACE GO2LTE + TASTIERA;BNP 60;;60;*;*;*;*;aperto
239;SMYTH SRL ARTI GRAFICHE;;09/09/2022;01/10/2027;;"HP PLOTTER DESIGNJET T630 36"" + ESTENSIONE + N.5 KIT CARTUCCE";BNP 90;;90;;;;;aperto
239;SMYTH SRL ARTI GRAFICHE;;01/06/2023;01/06/2028;;EPSON C878;IFIS 90;;90;3000;0.006;300;0.06;aperto
243;SORINI & MIGLIAVACCA SPA;A1C68383;17/03/2021;01/04/2026;60M;EPSON PRO  WF-C878;BNP 90;*;90;1000;0.008446;0;0.084456;aperto
243;SORINI & MIGLIAVACCA SPA;;04/03/2022;01/04/2027;60M;CENTRALINO + N.9 TELEFONI + N.16 INTERNI;BNP 90;*;90;*;*;0;*;aperto
243;SORINI & MIGLIAVACCA SPA;;18/01/2023;01/04/2028;60M;EPSON C529;BNP 42;*;42;300;0.008446;500;0.084456;aperto
243;SORINI & MIGLIAVACCA SPA;;04/04/2023;01/07/2028;60M;EPSON C529;BNP 42;*;42;300;0.008446;500;0.084456;aperto
243;SORINI & MIGLIAVACCA SPA;;11/10/2023;01/01/2029;60M;EPSON C529 + C579;BNP 107;*;107;500 IN TANDEM;0.008446;100 IN TANDE;0.084456;aperto
243;SORINI & MIGLIAVACCA SPA;A1G28544;01/10/2025;;60M;EPSON C879;BNP;;140;2000 IN TANDEM;0.008446;800 IN TANDEM;0.084456;aperto
244;SP LIGHT AND DESIGN SRL;;01/07/2025;30/06/2026;12;EPSON C579 usata vecchio ctr;;30;30;30;0.006;100;0.06;aperto
247;ST. ASS. DI INGEGNERIA PASQUINI di D.Pasquini e L.Pasquini;A1D85111;26/07/2022;01/10/2025;36;HP WORKSTATION Z2 TOWER G9 (WIN 10) - LASCIATA AL CLIENTE;BNP 65;*;65;*;*;*;*;aperto
247;ST. ASS. DI INGEGNERIA PASQUINI di D.Pasquini e L.Pasquini;A1E03109;02/11/2022;01/01/2028;60;CENTRALINO YEASTAR S20 + SCHEDA S2 + SCHEDA O2 + CITOFONO FANVILLE + N.5 GIGASET AS690 + SWITCH 16 PORTE POE;BNP 50;*;50;*;*;*;*;aperto
247;ST. ASS. DI INGEGNERIA PASQUINI di D.Pasquini e L.Pasquini;14169449;01/07/2024;01/09/2027;36;N.3 HP WORKSTATION Z2 MINI G9 + HP PROBOOK 450 G10;IFIS 250;*;250;;;;;aperto
247;ST. ASS. DI INGEGNERIA PASQUINI di D.Pasquini e L.Pasquini;A1F95361;14/05/2025;01/07/2030;60;EPSON C878 + HP SERVER ML350 G10 (USATO) + FIREWALL  UBYQUITY;bnp 280;*;280;1000;0.01092;1000;0.1201;aperto
249;STAWIMPIANTI SRL;;01/02/2023;31/01/2028;60;EPSON C579 RIGENERATA;;30;30;500;0.005;200;0.05;aperto
251;STUDIO ARCHITETTO ENZO BETTINELLI;;24/11/2023;01/01/2029;60;"HP PLOTTER DESIGN JET STUDIO 24"" COMPLETO DI N.5 KIT NERO + COLORI";BNP 95;;95;;;;;aperto
251;STUDIO ARCHITETTO ENZO BETTINELLI;A1F52031;17/10/2024;01/01/2030;60;"HP WORKSTATION Z2 G9 + MONITOR 27"" + (PLOTTERDESIGNJET T1700 vecchio contratto)";BNP 115;;115;;;;;aperto
252;STUDIO ASSOCIATO ADZ ENGENEERING;;16/09/2022;01/10/2027;60;HP PLOTTER DESIGNJET T630 + ESTENSIONE 60 M + N.5 KIT CARTUCCE;BNP 95;;95;;;;;aperto
253;STUDIO ASSOCIATO DR.RONCHI-DR.GUARIGLIA-DR GHISLANDI;;17/11/2023;01/01/2029;60;ARMADIO RACK COMPLETO DI ACCESSORI;BNP 30;;30;;;;;aperto
254;STUDIO ASSOCIATO SCARAMUZZA E ZUCCHETTI;;24/11/2023;01/01/2029;60;NOTEBOOK MSI CREATOR Z17HX;BNP 50;;50;;;;;aperto
254;STUDIO ASSOCIATO SCARAMUZZA E ZUCCHETTI;14189959;27/09/2024;01/10/2029;60;XEROX C7025 USATA;IFIS 50;;50;800;0.008;400;0.08;aperto
256;STUDIO DE ROSA SNC;;01/06/2023;;;N.2 EPSON M5299 + N.2 TONER;;;VENDITA;;;;;aperto
257;STUDIO FANTE;A1C37763;06/11/2020;01/01/2026;60;HP SERVER PROLIANT DL380 G10 (N.2 PROCESSORI + 64GB RAM + 4 HARD DISK 1.2 TB + N.2 HARD DISK 300GB + 2 ALIMENTATORI + SISTEMA OPERATIVO  WINDOWS SERVER STANDARD 2019);BNP 110;*;110;*;*;*;*;aperto
257;STUDIO FANTE;;01/05/2021;;;SYNOLOGY NAS DS220+ COMPLETO DI N.2 HARDDISK 3TB;;*;;*;*;*;*;aperto
257;STUDIO FANTE;;01/06/2021;31/05/2026;60;BACK UP IN CLOUD 1 TB;*;50;50;*;*;*;*;aperto
257;STUDIO FANTE;A1D91323;15/09/2022;01/10/2027;60;EPSON C879 + PC DELL OPTIPLEX 3090 MT;BNP 175;*;175;1500;0.005036;500;0.050357;aperto
257;STUDIO FANTE;14078520;01/03/2023;01/03/2026;36;"N.2 NOTEBOOK HP 250 G9 I5 + HP 250 G9 I7 (SARA' IN USO A CASA DALLA CEDRIN AL POSTO DEL DELL CHE SI CHIUDERA')+ MONITOR 22""";IFIS 120;*;120;;;;;aperto
257;STUDIO FANTE;;01/03/2023;;;N.8 INDIRIZZI E-MAIL;;1200 anno;1200ANNO;;;;;aperto
257;STUDIO FANTE;;01/04/2023;;;N.1 INDIRIZZI E-MAIL 8simone.ronchegalli@...);;150 anno;150anno;;;;;aperto
257;STUDIO FANTE;A1E30084;22/02/2023;01/04/2027;48;HP PRODESK 400 G9 (IN USO CEDRINI UFFICIO);BNP 35;*;*;;;;;aperto
257;STUDIO FANTE;A1E80709;08/11/2023;01/01/2029;60;APPLE IPAD PRO 11 WIFI+CELL 128GB + MAGIC KAYBOARD;BNP 35;;35;;;;;aperto
257;STUDIO FANTE;;01/04/2023;;;DOMINIO STUDIO-FANTE.COM;;300 ANNO;300;;;;;aperto
257;STUDIO FANTE;;01/03/2024;;;ASSISTENZA ANNUALE CENTRALINO;;250 ANNO;250ANNO;;;;;aperto
257;STUDIO FANTE;;01/04/2024;31/03/2025;12ESI RINNOVO AUTOMATICO;"CREAZIONE GESTIONE N.2 INDIRIZZI MAIL ( segreteria@studio-fante.com ; angela.logatto@studio-fante.com";;300 anno;300anno;;;;;aperto
257;STUDIO FANTE;A1F13515;27/03/2024;01/04/2029;60;HP NOTEBOOK 250 G9;BNP 35;;35;;;;;aperto
257;STUDIO FANTE;;;;;HP LASERJET MFP M234DW;;;VENDITA;;;;;aperto
257;STUDIO FANTE;;01/12/2024;;;ATTIVAZIONE N.2 NUOVI ACCOUNT giovanni.cherubini + riunioni;;300 anno;300anno;;;;;aperto
257;STUDIO FANTE;A1F65820;05/12/2024;01/01/2028;36;HP PROBOOK 440 G11;BNP 40;;40;;;;;aperto
257;STUDIO FANTE;A1F69681;01/01/2025;01/01/2028;36;MICROSOFT SURFACE PRO 11 5GB + CUSTODIA + TASTIERA + PENNINO + ESTENSIONE;BNP 55;;55;;;;;aperto
257;STUDIO FANTE;;01/05/2025;;12ESI RINNOVO AUTOMATICO;LICENZA SICUREZZA MICROSOFT ENTRA IDP2 (85 UT CARTELLA SHAREPOINT);;110 ANNO;110ANNO;;;;;aperto
257;STUDIO FANTE;A1G22343;01/10/2025;;60;HP SERVER PROLIANT DL320 ( 64GB + N.6 SSD 480 GB + DOPPIO ALIMENTATORE + (SISTEMA OP WINDOWS SERVER STANDARD 2019 VECCHIO CONTRATTO) + ESTENSIONE HP);BNP 120;*;120;*;*;*;*;aperto
257;STUDIO FANTE;14260686;01/10/2025;;36;N.2 HP PROBOOK 460 G11 (ULTRA I5 16 256 ) + HP PROBOOK 460 G11 (ULTRA I7 16 512) + ESTENSIONE HP + N.2 PANDA;IFIS 120;*;120;*;*;*;*;aperto
257;STUDIO FANTE;;01/10/2025;;12;CENTRALINO IN CLOUD + N.13 TEL + CORDLESS;;141;141;*;*;*;*;aperto
257;STUDIO FANTE;;01/10/2025;;;DOMINIO + HOSTING www.fante.it;;200 anno;200anno;*;*;*;*;aperto
257;STUDIO FANTE;;01/10/2025;;;DOMINIO + HOSTING www.fanteadvisory.eu;;250 anno;250anno;*;*;*;*;aperto
257;STUDIO FANTE;;;;;REALIZZAZIONE VPN (MERAKI MX - 64 + ASSISTENZA E AGGIORNAMENTI CANONE ANNUALE);;;;;*;*;*;aperto
257;STUDIO FANTE;;;;;HP LASERJET MFP M234DW;;;VENDITA;;;;;aperto
261;STUDIO MAENZA SRLS;A1F77509;21/02/2025;01/04/2031;72;"EPSON AM-C 4000 (completa di finitore + FAX ) + HP SERVER PROLIANT ML 110 G11( 3ssd 960 - 32gb ram - secondo limentatore - wimdows server standard 2022 + 5 call + estensione ) + IPHONE 16 PRO 512GB  + N.2 HP PROTOWER 290 G9 ( SSD 2TB) + N.2 MONITOR 24"" + SURFACE LAPTOP 6 + N.2 OFFICE H&B 2024 + N.10 PANDA ANTIVIRUS + NAS SYNOLOGY + N.3 HD 4 TB + 2 PC DELL 3910 + 2 OFFICE H&B 2021 ( ACQUISTATI DAL CLIENTE) + N.3 UPS OMAGGIO";BNP 355;;355;500;0.005;500;0.05;aperto
265;SV EDILCOSTRUZIONI SRLS;;01/11/2022;31/10/2027;60;N.2 GALAXY S22 ULTRA 5G BLACK 128GB ( rotto 1 come da accordi con fabio si sostituisce con samsung galaxy 22 ultra );;40;40;;;;;aperto
265;SV EDILCOSTRUZIONI SRLS;;01/03/2023;28/02/2028;60;ACER AIO + OFFICE;;30;30;;;;;aperto
269;Studio Ratti Sas FINDATA;;01/03/2023;01/04/2028;60;"EPSON C579 + HP PC 400 G9 + MONITOR 21,5"" + HP NOTEBOOK 450 G9";IFIS 130;*;130;5000;0.01242;*;0.1242;aperto
269;Studio Ratti Sas FINDATA;;18/05/2023;01/06/2028;60;"HP PERSONAL COMPUTER 290 G9 + MONITOR 21,5"" + HP NOTEBOOK 250 G9";IFIS 40;*;40;;;*;;aperto
270;Studio Silva Confalonieri Srl;14175157;01/08/2024;01/08/2029;60;EPSON C879;IFIS 230;*;230;140000 ANNO in tandem;0.006;3000 ANNO in tandem;0.06;aperto
270;Studio Silva Confalonieri Srl;14260953;01/11/2025;;60M;EPSONEM- C8100 + N.3 EPSON EM-C800;IFIS;;280;160000 ANNO IN TANDEM;0.006;13000 ANNO IN TANDEM;0.06;aperto
272;TECRA SRL;A1F06604;23/02/2024;01/03/2029;60;HP PROBOOK 450 G9 + OFFICE + PANDA;BNP 30;;30;;;;;aperto
273;TEKNEMA CONSULTING;;01/02/2021;01/04/2026;60;"HP DESIGNJET T630 36"" + ESTENSIONE 60 MESI  COMPLETO DI N.2 TESTINA + N.5 kit CARTUCCE NERO + COLORE";BNP 105;*;105;*;*;*;*;aperto
273;TEKNEMA CONSULTING;;;;;IPAD 8GENERAZIONE;*;*;VENDITA;*;*;*;*;aperto
273;TEKNEMA CONSULTING;A1F41015;23/07/2024;01/10/2029;60;XEROX C7125 + FAX  + N.1 HP PROBOOK 440 G10 + OFFICE;BNP 160;*;160;1500;0.007;500;0.07;aperto
273;TEKNEMA CONSULTING;127-43666;01/07/2025;01/07/2030;60;"POLYSTUDIO + PC NUC + TV 55"" + CARRELLO PORTA TV + N.2 IPAD WIFI 128GB (GIALLO E ROSA) + RECKSAFE + CENTRALINO P520 YESTAR + N.5 TEL.YEALINK T43U + SWITCH POE 4 PORTE";GRENKE 115;*;115;;;;;aperto
273;TEKNEMA CONSULTING;;;;*;N.10 ANTIVIRUS;;;;;;;;aperto
273;TEKNEMA CONSULTING;;;;;IPAD 8GENERAZIONE;*;;VENDITA;;*;*;*;aperto
274;TEKNOMEDIA;;01/04/2022;01/04/2027;60;"EPSON C878 + ASUS NOTEBOOK VIVOBOOK (I7/512GB/15.6""/16GB/SCHEDA GRAFICA 4GB) + OFFICE H&B 2021";IFIS 170;*;170;1000;0.006715;1100;0.067143;aperto
274;TEKNOMEDIA;;21/09/2022;01/10/2027;60;HP ZETABOOK POWER G8 + OFFICE H&B 2021;BNP 40;*;40;*;*;*;*;aperto
274;TEKNOMEDIA;;01/05/2024;30/04/2029;60;"TV 55""";;20;20;*;*;*;*;aperto
274;TEKNOMEDIA;A1F93288;15/05/2025;01/07/2030;60;"IMAC 24"" ( 32GB RAM + SSD 2TB)";BNP 55;;55;*;*;*;*;aperto
274;TEKNOMEDIA;;;;;USCITA TECNICA SINGOLA CHIAMATA 60 ORA;;;;;*;*;*;aperto
275;TELELOMBARDIA MEDIAPASON SPA;;29/12/2021;31/12/2026;60;N.7 EPSON C879 (DI CUI 1 MULETTO + N.1 TO) + N.8 EPSON C529 + N.2 C5290 IN OMAGGIO;HP 1050;400;1450;208000 ANNO IN TANDEM;0.0065;86000 ANNO IN TANDEM;0.068;aperto
277;TUBI ITALFLEX;767223;01/10/2021;01/10/2026;60;N.5 EPSON C579;IFIS 270;*;270;120000 ANNO;0.007;12000 ANNO;0.07;aperto
277;TUBI ITALFLEX;;03/05/2023;01/05/2028;60;"SISTEMA PER VIDEOCONFERENZE POLYCOM + TV LG 65""";IFIS 100;*;100;0 TANDEM CONTRATTO PRECEDENTE;0.007;;0.07;aperto
277;TUBI ITALFLEX;;07/08/2023;01/08/2028;60;N2 EPSON c579;IFIS 80;*;80;1 TANDEM CONTRATTO PRECEDENTE;0.007;;0.07;aperto
277;TUBI ITALFLEX;;19/09/2023;01/10/2028;60;N2 EPSON c579;IFIS 80;*;80;1 TANDEM CONTRATTO PRECEDENTE;0.007;;0.07;aperto
277;TUBI ITALFLEX;;01/06/2024;01/06/2029;60;EPSON ENTERPRISE C20750 + N.3 EPSON M5899 + REMARKABLE 2 CON PENNINO E CUSTODIA;IFIS 305;*;305;40000 ANNO TANDEM;0.007;1500 ANNO TANDEM;0.07;aperto
277;TUBI ITALFLEX;;18/05/2024;01/06/2029;60;"EPSON M5899 + HP PC 290 G9 SFF + MONITOR 27""";IFIS 60;*;60;IN TANDEM;0.007;IN TANDEM;0.07;aperto
277;TUBI ITALFLEX;14245277;20/06/2025;01/07/2030;60;"HP PROBOOK 460 G11 +N.2 LENOVO TINK CENTRE NEO 50A G5 27""";IFIS 60;*;60;;;;;aperto
277;TUBI ITALFLEX;14244622;01/07/2025;01/07/2030;60;N.6 EPSON EM- C800 (DI CUI 1 INSERITA IN DDT IFIS MA NON CONSEGNATA);IFIS 300;*;300;120000 ANNO;0.007;12000 ANNO;0.07;aperto
280;VANIGLIA SRL;;01/04/2024;01/04/2029;60;HP SERVER PROLIANT ML350 G11 + WINDOWS SERVER STD 2022 + 5 CALL + ANTIVIRUS + UPS 1500 BA + NAS SYNOLOGY DS224 PLUS + 2 HD 6TB + FIREWALL UBIQUITY + SWITCH UBIQUITY;GRENKE 235;;235;;;;;aperto
282;VELATRANS SRL;;;;;RIFACIMENTO SITO EX NOVO;;;VENDITA;;;;;aperto
283;VENTRICE TRASPORTI SRL (SOC.COOP.TRASPORTI ITALIA);;01/10/2023;;;aumento a 5gb su casella mail amministrazione@velatrans.it;;50 ANNO;50ANNO;*;*;*;*;aperto
283;VENTRICE TRASPORTI SRL (SOC.COOP.TRASPORTI ITALIA);;08/03/2024;01/04/2029;60;SAMSUNG GALAXY S24 ULTRA 256GB TITANIUM GREY;BNP 30;;30;*;*;*;*;aperto
283;VENTRICE TRASPORTI SRL (SOC.COOP.TRASPORTI ITALIA);;23/05/2024;01/07/2029;60;"IMAC 24"" (SILVER 16GB SSD 512GB ) + ESTENSIONE + N.2 SSD ESTERNI 1TB";BNP 45;;45;*;*;*;*;aperto
283;VENTRICE TRASPORTI SRL (SOC.COOP.TRASPORTI ITALIA);A1F51472;18/10/2024;01/01/2030;60;IPHONE 16 PRO MAX 256GB TITANIO SABBIA + RECSAFE;BNP 40;;40;*;*;*;*;aperto
283;VENTRICE TRASPORTI SRL (SOC.COOP.TRASPORTI ITALIA);A1F61839;19/11/2024;01/01/2030;60;GALAXY ZFLIP 6 256GB;BNP 40;;40;*;*;*;*;aperto
283;VENTRICE TRASPORTI SRL (SOC.COOP.TRASPORTI ITALIA);14222222;10/02/2025;01/03/2030;60;IPHONE 16 PRO MAX 256GB + REC SAFE;IFIS 40;;40;*;*;*;*;aperto
283;VENTRICE TRASPORTI SRL (SOC.COOP.TRASPORTI ITALIA);;01/07/2022;01/07/2027;60;EPSON C878 + APPLE IMAC + ESTENSIONE (MATERIALE NUOVO) + PC HP400 ALL IN ONE + 2 OFFICE (USATO VECCHIO CONTRATTO) + EPSON C869 (USATA VECCHIO CONTRATTO);GRENKE 230;;230;;1000;0.015666;200;aperto
283;VENTRICE TRASPORTI SRL (SOC.COOP.TRASPORTI ITALIA);;24/05/2021;01/07/2026;60;N.2 IPHONE 12 PRO GRAFITE 128 GB  + 1 APPLE CARE ( in fattura Bnp) al cliente si consegna : 1 IPHONE 12 PRO 128 GB + ESTENSIONE + IPHONE 12 PRO MAX 256;BNP 45;;45;;*;*;*;aperto
283;VENTRICE TRASPORTI SRL (SOC.COOP.TRASPORTI ITALIA);;17/02/2023;01/04/2028;60;N.2 IPHONE 14 PRO MAX 128GB + N.2 APPLE WATCH ULTRA + SAMSUNG ZFLIP 4;BNP 160;;160;;*;*;*;aperto
283;VENTRICE TRASPORTI SRL (SOC.COOP.TRASPORTI ITALIA);;01/11/2020;;;DOMINIO VELATRANS;;;100ANNO;;*;*;*;aperto
286;VIDEORIGHTS;;20/06/2022;01/07/2027;60;CENTRALINO YAESTAR P550 + LICENZA LINKUSS 5Y;BNP 70;*;70;;;;;aperto
286;VIDEORIGHTS;;10/06/2022;01/07/2027;60;C7025 V_S;BNP 140;*;140;1500;0.008393;500;0.083929;aperto
286;VIDEORIGHTS;;01/04/2022;;36 NOLEGGIO INTERNO GIA' EMESSA FATTURA VENDITA;DELL + OFFICE H&B + BORSA + CUSTODIA;;24,50 / mese;90;;;;;aperto
287;VILLA ARBE SRL;;12/09/2023;01/10/2027;48;EPSON C579 + 1 CASSETTO + SOFTWARE EPA GRATUITO (NOSTRO PC);BNP 55;;55;TANDEM;0.006;TANDEM;0.06;aperto
287;VILLA ARBE SRL;;01/03/2025;28/02/2027;24;N.4 EPSON C579 USATE + 5 STAND;;124.58;12458;TANDEM 4000;0.006;TANDEM 1000;0.06;aperto
288;VITA AL TOP;;15/09/2022;01/10/2027;60;CENTRALINO YEASTAR P550 + 10 TEL T43U + TEL T46U + CORDLESS C550 + SWITCH;IFIS 90;;90;;;;;aperto
288;VITA AL TOP;;01/11/2022;31/10/2027;60;N.5 TELEFONI YEASTAR T43U + RIFACIMENTO PRESE TELEFONICHE;;20;20;;;;;aperto
288;VITA AL TOP;;01/10/2020;;;CONTRATTO DI MANUTENZIONE TELEFONIA;;500;500;;;;;aperto
288;VITA AL TOP;14252693;01/09/2025;01/09/2030;60;EPSON EM-C8100 + EM-C800;IFIS 199;;199;6000;0.006;1500;0.06;aperto
289;Verniciatura Moderna Srl;;21/10/2020;01/01/2026;60;EPSON WF C529;BNP 52;*;52;400;0.007834;900;0.078333;aperto
289;Verniciatura Moderna Srl;;01/04/2022;01/04/2027;60;EPSON C579;GRENKE 55;*;55;1000;0.006715;400;0.067143;aperto
289;Verniciatura Moderna Srl;;11/03/2024;01/04/2029;60;EPSON ENTERPRISE AM-C4000 + 2 CASSETTI + FINITORE PER PIEGA AC;BNP 180;*;180;5000;0.006;400;0.06;aperto
293;ZITO ANTONIO;60;01/03/2025;28/02/2030;60;epson entrerprise WF-C17590;;;60;5000;0.006;0;0.06;aperto
294;carlo & Camilla;;;;;forniamo toner;;;*;;*;*;*;aperto
296;GRAND HOTEL SITEA  (seat);;01/09/2021;31/08/2026;60ESI;EPSON C 878;*;243.8;2438;10000;0.00655;2000;0.06551;aperto
296;GRAND HOTEL SITEA  (seat);A1F75433;28/01/2025;01/04/2030;60;EPSON C878 + C800 DOPPIO CASSETTO;BNP 300;*;300;11000;0.006;200;0.06;aperto
