CAP;Cell;Citta;Email;IBAN;Indirizzo;NoteCliente;PartitaIVA;PersonaRiferimento;Proprietario;ProssimaVisita;ProssimoRecall;RagioneSociale;SDI;TMK;Telefono;UltimaVisita;UltimoRecall;﻿ClienteID;RowID
20008;;BAREGGIO;dzappa@defsrl.it;;VIA MILANO 17;Scrivi qui le tue note...;;SIG.LUCA FONTANA;gabriele;;;DEF SRL;;;290361654;;;57;365
22066;;MARIANO COMENSE;;;VIA RISORGIMENTO 20;Scrivi qui le tue note...;4151470137;SIG.RA CORINNE;gabriele;;;DE.MO ABITARE DI REGANO MONIA;;;0316123051 - 3200778218;;;58;366
27010;;MAGHERNO;geometra.iurilli@gmail.com;;VIA MORA 26 - SEDE LEGALE VIA RICKENBACH 11 20077 MELEGNANO   NUOVO INDIRIZZO VIA MONTORFANO 15/A  MELEGNANO;Scrivi qui le tue note...;6479170968;SIG.IURILLI MARCELLO;gabriele;;;DESIGN & LIVING;KRRH6B9;;3298659574;;;59;367
20122;;MILANO;cristina@studiozucaro.it - accounts@diorama.eu - gianni@diorama.eu;;VIA EMILIO CALDARA 11;Scrivi qui le tue note...;;SIG.GIANNI VISENTINI - SIG.RA ELENA;gabriele;;;DIORAMA;;;3488500645 - 0236745680;;;60;368
21040;;ORIGGIO;domenico1203@gmail.com;;VIA SARONNINO 70/9;Scrivi qui le tue note...;8268840967;SIG.DOMENICO;gabriele;;;DMC GRAFIA DI DOMENICO CAPUTO;T9K4ZHO;;296730930;;;61;369
20122;;MILANO;grg.caldara@gmail.com -  gianni@diorama.eu;;VIA EMILIO CALDARA 11;Scrivi qui le tue note...;10225070969;SIG.GIANNI VISENTINI - SIG.RA ELENA;gabriele;;;GRG;M5UXCR1;;3488500645 - 0236745680;;;62;370
20122;;MILANO;riccardo.lovisetto@radicahr.it;;VIA EMILIO CALDARA 11;Scrivi qui le tue note...;4452400163;SIG.RICCARDO LOVISETTO - SIG.CASELLATO;gabriele;;;FUTURE OF WORK GROUP SRL (GRG SRL);USAL8PV;;3318662649 - 3401279309 CASELLATO;;;63;371
27020;;DORNO;amministrazione@docchem.com;;STRADA DELLA COSTIERA;Scrivi qui le tue note...;11276550156;SIG.RA DEBORA FORGIONE - SIG.RA MARISA;gabriele;;;DOCCHEM SRL;SUBM70N;;0382812511 - 3357318462 forgione;;;64;372
;;MILANO;a.negretto@tecnorete.it;;VIA MONTE SAN GENESIO 20;Scrivi qui le tue note...;9979590966;SIG.GRAZIANO;gabriele;;;DNP IMMOBILIARE;SUBM70N;;3470708119;;;65;373
20092;;CINISELLO BALSAMO;info@domaservizi.it;;VIA CARMELITA DE PONTI 22;Scrivi qui le tue note...;10498100964;SIG.RA MARTINA(Domenico Giannotti) - Sig.ra Barbara (moglie di Domenico);gabriele;;;DOMA SERVIZI SRLS;;;0227019241 - 3495914454 sig.Giannotti;;;66;374
20092;;CINISELLO BALSAMO;info@domaservizi.it;;VIA CARMELITA DE PONTI 22;Scrivi qui le tue note...;10498100964;SIG.RA MARTINA(Domenico Giannotti);gabriele;;;ASS.TERR.UNSIC - CINISELLO BALSAMO MI-138 (DOMA SERVIZI SRLS);;;0227019241 - 3495914454 sig.Giannotti;;;67;375
20141;;MILANO;aldo.baroncini@tin.it - aldopaolo.baroncini@pec.it;;VIA VAL DI SOLE, 22;Scrivi qui le tue note...;;DOTT. BARONCINI;gabriele;;;DOTT.  ALDO BARONCINI;;;3313324133;;;68;376
20141;;MILANO;tullio.ierardi@tiscali.it;;VIA SPADOLINI 6;Scrivi qui le tue note...;;DOTT. IERARDI;gabriele;;;DOTT. A. IERARDI & C.;;;257401941 - 3208240592 (sig.ra spagnuolo samantha moglie);;;69;377
20149;;MILANO;eterrevazzi@dottorsorriso.it;;VIA MOSE' BIANCHI 79;Scrivi qui le tue note...;;SIG.RA MANUELA;gabriele;;;DOTTOR SORRISO ONLUS;;;293796488;;;70;378
27049;;STRADELLA;info@gabettioltrepopavese.it;;COSRO XXVI APRILE 73;Scrivi qui le tue note...;2605510085;SIG.RA SABINA;gabriele;;;DREAMS HOUSE SRLS;USAL8PV;;038544000 - 3932097970;;;71;379
20099;;SESTO SAN GIOVANNI;info@dueemmesidol.it;;VIA MAZZINI 33;Scrivi qui le tue note...;2012140964;SIG.ROBERTO Marangon;gabriele;;;DUEEMME SIDOL SRL;QCNN53Y;;226225159;;;72;380
20018;;SEDRIANO;info@elettrocolorluca.it;;VIA SILVIO PELLICO 25;Scrivi qui le tue note...;7753900963;SIG.SIMONDI LUCA;gabriele;;;ELETTROCOLOR LUCA DI SIMONDI LUCA ( figlio Mirella Milano color);SUBM70N;;3334967816;;;73;381
20835;;MUGGIO';muggio@professioneaffitti.eu 6/9/2024 PRESO APP. CON VANESSA , APPUNTAM. LELE 12/9/2024  X STAMPANTE;;MUGGIO' VIA ALFONSO CASATI 5/F 20835 MUGGIO';Scrivi qui le tue note...;11443150963;SIG.RA VANESSA;gabriele;;;EXPLORER SRLS;T9K4ZHO;;0392629234 - 3471595471 - 3516227747;;;74;382
21100;;VARESE;marcodemiliani@gmail.com;;VIA DEL CASLUNCIO, 15;Scrivi qui le tue note...;;GEOM.MARCO D'EMILIANI;gabriele;;;D'EMILIANI GEOM. MARCO;;;03321432299 - 3356693061;;;75;383
20025;;LEGNANO;paolo.carnaghi@powermeitaly.it;;VIA PABLO PICASSO 2;Scrivi qui le tue note...;;SIG. PAOLO CARNAGHI - SIG.NEGRONI - SIG.RA ELENA;gabriele;;;POWER ME Srl;;;331577708;;;76;384
27010;;SIZIANO;info@ediliziageneralesrl.com;;VIA CANTALUPO 1;Scrivi qui le tue note...;11298650968;SIG.FLORIN TULUMBA;gabriele;;;EDILIZIA GENERALE SRL;KRRH6B9;;3203392630/ 342 6191285 (PROVVISORIO);;;77;385
20008;;BAREGGIO;info@effe2-srl.it  21/1/2025  tutto ok;;VIA GRAN SASSO 18;Scrivi qui le tue note...;6396340967;SIG.GABRIELE;gabriele;;;EFFE2 SRL;USAL8PV;;29014810;;;78;386
21040;;TORBA DI GORNATE OLONA;monica@elmecsrl.com;;VIA DELL'INDUSTRIA 9;Scrivi qui le tue note...;1773630031;SIG.RA MONICA;gabriele;;;ELMEC SRL;SUBM70N;;331311116;;;79;387
20149;;MILANO;info@immobiliarecasanova.it;;VIA PETITTI 19;Scrivi qui le tue note...;3300270968;SIG.CASANOVA;gabriele;;;EMMECASA SAS DI CASANOVA MIRCO & COMPANY;emmecasa@pec.it;;02325827 - 3939532624;;;80;388
20145;;MILANO;inggreco07@gmail.com;;VIA GIOTTO 24;Scrivi qui le tue note...;;ING.ALBERTO GRECO;gabriele;;;ENGINEERING SAS;;;0234532189;;;81;389
20054;;SEGRATE;europarkidroscalo@gmail.com;;VIA RIVOLTANA 64;Scrivi qui le tue note...;3908830965;SIG.MARIO SECCO;gabriele;;;EURO PARK SERVICE SRL;SUBMT0N;;0270208149 - 3396507649;;;82;390
20047;;CUSAGO;eurospurghigroup@gmail.com   28/1/2025  tutto ok;;VIA ALESSANDRO VOLTA 47;Scrivi qui le tue note...;1945300760;SIG.MARCO VACCA;gabriele;;;EURO SPURGHI GROUP SRL;6JXPS2J;;3938152473;;;83;391
20090;;BUCCINASCO;s.bertuzzi@eurotlining.com   29/1/2025  tutto ok;;VIA BODONI 8;Scrivi qui le tue note...;10112040968;SIG.RA BERTUZZI;gabriele;;;EURO T LINING SRL;M5UXCR1;;249670656;;;84;392
20063;;CERNUSCO S/N;saar@essepicernusco.it;;VIA VERONA, 1/A;Scrivi qui le tue note...;;SIG. PUGLISI;gabriele;;;ESSEPI Srl;;;0292590202 - 3356649088 puglisi - 3480960763 sara;;;85;393
20032;;CORMANO;info@esseerreesse.it;;VIA GIUSEPPE VERDI 16;Scrivi qui le tue note...;;SIG.RA RITA;gabriele;;;ESSE ERRE ESSE;;;236527704;;;86;394
20871;;VIMERCATE;servizioclienti@extraservizi.it;;VIA L.PASTEUR 4/C;Scrivi qui le tue note...;962200960;SIG.PAOLO GERVASIO;gabriele;;;EXTRASERVIZI AZIENDALI SRL;X2PH38J;;396084276;;;87;395
27100;;PAVIA;info@fierre.com;;VIA VIGENTINA 110/B;Scrivi qui le tue note...;;SIG.RA ANNA;gabriele;;;FIERRE;;;382957124;;;88;396
20075;;COLTURANO;info@foxironstone.it;;VIA CADUTI PER LA MAFIA;Scrivi qui le tue note...;;SIG.RA LUISA;gabriele;;;FOX IRONSTONE DI GIORGIO PELLICCIOLI;;;298237253;;;89;397
20017;;RHO;info@francocorradi.it;;VIA CORNAGGIA 11;Scrivi qui le tue note...;6634350968;SG.CARLO CORRADI;gabriele;;;FRANCO CORRADI SAS;SUBM70N;;29302955;;;90;398
20020;;MISINTO;info@jolly-casa.it;;VIA VOLTA 12;Scrivi qui le tue note...;;SIG. FERRARIO STEFANO;gabriele;;;STUDIO FERRARIO Srl;;;296721042;;;91;399
20154;;MILANO;sarcina2014@gmail.com;;VIA LONDONIO 15;Scrivi qui le tue note...;7512870960;SIG.MASSIMILIANO SARCINA;gabriele;;;FIN-HOUSE;0;;3934068640;;;92;400
20825;;BARLASSINA;"carla.bagnoli@fitlandcenter.it; Elisa Zanon <elisa.zanon@fitlandcenter.it>";;Via T.Tasso 8;Scrivi qui le tue note...;;"SIG.RA CARLA BAGNOLI; ELISA ZANON";gabriele;;;FITLAND SRL;;;362569049;;;93;401
20121;;MILANO;info@firstnetsecurity.it;;CORSO G. GARIBALDI, 113;Scrivi qui le tue note...;;SIG.RA TARRICONE;gabriele;;;FIRSTNET;;;237904022;;;94;402
20090;;BUCCINASCO;samuela@galliatrasporti.com;;VIA DELLE AZALEE 8;Scrivi qui le tue note...;1370840132;SIG.RA SAMUELA;gabriele;;;GALLIA SRL;USAL8PV;;24880540;;;95;403
20151;;MILANO;amministrazione@gelmarket.it;;VIA GALLARATE 116;Scrivi qui le tue note...;1275750121;SIG.GIUSEPPE BASILICO;gabriele;;;GELMARKET SRL;7HE8RN5;;023087662 - 02963971;;;96;404
20080;;ALBAIRATE;info@generalimpianti-snc.it;;VIA CASCINA FAUSTINA 53;Scrivi qui le tue note...;;SIG.RA CINZIA;gabriele;;;GENERAL IMPIANTI SNC;;;029406242;;;97;405
27100;;PAVIA;giusicaminiti@gmail.com;;VIA CREMONA 224;Scrivi qui le tue note...;;GEOM.CAMINITI;gabriele;;;GEOM.CAMINITI;;;3334724825;;;98;406
20067;;PAULLO;geometramilanimaurizio@gmail.com;;VIA MILANO 31;Scrivi qui le tue note...;;GEOM.MILANI;gabriele;;;GEOM.MILANI;;;3338643392;;;99;407
20032;;CORMANO;amministrazione@giemmegroup1.it;;VIA CIMABUE 26 - NUOVA SEDE: VIA BIZZOZZERO 118 1CIT.IN ALTO;Scrivi qui le tue note...;;SIG.RA GERMANA - SIG.RA BARBARA;gabriele;;;GIEMME GROUP Srl;;;26151383;;;100;408
20032;;CORMANO;amministrazione@giemmegroup1.it;;VIA CIMABUE 26 - NUOVA SEDE: VIA BIZZOZZERO 118 1CIT.IN ALTO;Scrivi qui le tue note...;;SIG.RA GERMANA - SIG.RA BARBARA - Sig.ra Ester;gabriele;;;GEMME GROUP SRL;;;26151383;;;101;409
20090;;FIZZONASCO DI PIEVE EMANUELE;;;VIA PRIVATA FRIULI 16/18;Scrivi qui le tue note...;;SIG. LUCA;gabriele;;;GIERRE GOMMA Srl;;;290420234;;;102;410
20060;;TRUCAZZANO;info@gmtrasporti.it;;VIA MONTE GRAPPA 29/B;Scrivi qui le tue note...;;SIG.GAETANO MURGOLO(SIG.RA DORA);gabriele;;;GMT & T S.R.L.;;;29583722;;;103;411
20011;;CORBETTA;info@gnuadv.it;;VIA SIMONE DA CORBETTA 29 C SEDE LEGALE - SEDE OPERATIVA VIA IV GIUGNO 32 GALLERIA DEI GIARDINI 1 PIANO MAGENTA;Scrivi qui le tue note...;11100040960;SIG.RA STEFANIA CALLARI;gabriele;;;GNU STUDIO CREATIVO;;;029771633 - 3480838380;;;104;412
20081;;ABBIATEGRASSO;amministrazione@gorlautensili.it;;VIA DANTE ALIGHIERI SNC;Scrivi qui le tue note...;8000000151;SIG.GIANLUCA GORLA;gabriele;;;GORLA UTENSILI SPA;A4707H7;;29462732;;;105;413
20821;;MEDA;rag.gorla@studiogorla.it;;VIA TRENTO 68;Scrivi qui le tue note...;3329210961;DOTT.MARCO GORLA;gabriele;;;GORLA DOTT.MARCO;;;36270135;;;106;414
20141;;MILANO;info@granatasrl.it - amministrazione.granatacenter@gmail.com;;VIA VAL DI SOLE 22;Scrivi qui le tue note...;11515920962;SIG.RA BARBARA;gabriele;;;GRANATA CAR CENTER SRLS;granatacar@legalmail.it;;2534176;;;107;415
20153;;RODANO;simonabenedetto19@gmail.com;;VIA PAPA GIOVANNI XXIII 35;Scrivi qui le tue note...;12311500152;SIG.RA SIMONA;gabriele;;;CENTRO ASSISTENZA GRANATA SRL;QDZCM9N;;3388500700;;;108;416
20089;;ROZZANO - MILANOFIORI;gambini@gpproject.eu;;STRADA 6 PALAZZO N3;Scrivi qui le tue note...;;ING.CHIARA GAMBINI;gabriele;;;GP PROJECT Srl;;;289208164;;;109;417
20129;;MILANO;fabio.gregu@gmail.com;;VIA KRAMER 6 - sede legale V.le San Gimignano 30 20146 Milano;Scrivi qui le tue note...;;DOTT.FABIO GREGU;gabriele;;;GOLDEN HEALTHY CONSULTING Srls;;;3393965918 - 024313012 - 3938914418 Margherita;;;110;418
20133;;MILANO;gromasmilano@gmail.com;;VIA LOMBROSO 95 - Mercato Carni box 2/4/6;Scrivi qui le tue note...;11061880156;SIG. ALESSANDRO MASCALI;gabriele;;;GROMAS S.r.l.;;;3351775992 - paolo 3388366562 - giulia 3281817383;;;111;419
21013;;GALLARATE;monicagroup70@gmail.com;;PIAZZA FRANCESCO BUFFONI 3;Scrivi qui le tue note...;4337150967;SIG.RA MONICA;gabriele;;;HIRIS SRL;KRRH6B9;;331786332;;;112;420
20834;;NOVA MILANESE;elena.chiapperini@kolorservice.it;;VIA DALMAZIA 5/A;Scrivi qui le tue note...;2846760961;SIG.RA ELENA CHIAPPERINI;gabriele;;;KOLOR+SERVICE SRL;W7YVJK9;;362491849;;;113;421
20143;;MILANO;info@iemm.it;;VIA AMBROGIO BINDA 14;Scrivi qui le tue note...;;SIG.IEMMALLO;gabriele;;;IEMM.NET;;;28910723;;;114;422
20124;;MILANO;immobiliare@abbadesse.com;;VIA ABBADESSE 20;Scrivi qui le tue note...;;SIG. CRISTIAN;gabriele;;;IMMOBILIARE ABBADESSE SRL;M5UXCR1;;266805588;;;115;423
26841;;CASALPUSTERLENGO;araldi@immobiliare-abitare.it;;VIA CAVALLOTTI 14;Scrivi qui le tue note...;;SIG.ARALDI;gabriele;;;IMMOBILIARE ABITARE;;;0377911064 - 3356490137;;;116;424
20124;;MILANO;immobiliarebarsantina@gmail.com  29/1/2025  tutto ok;;VIA SETTALA 2;Scrivi qui le tue note...;3303430155;SIG.RA CRISTINA;gabriele;;;ALLA CASA DI GIO SRL;USAL8PV;;3510949714 CRISTINA - 3339239840 GIOVANNA;;;117;425
26831;;CASALMAIOCCO;info@immobiliarebalsarini.it;;PIAZZA SIENA 10;Scrivi qui le tue note...;12296640969;SIG.RA LINDA;gabriele;;;IMMOBILIARE BALSARINI;SUBM70N;;222473199;;;118;426
20089;;ROZZANO;rozzano@gabetti.it;;VIA GERANI 15;Scrivi qui le tue note...;3761070964;SIG.RA CEREA CRISTINA;gabriele;;;IMMOBILIARE BUGATTI SRL;USAL8PV;;028241592 cell Andrea 3425825873 cell Crstina 3498686513;;;119;427
20068;;PESCHIERA BORROMEO;info@immobiliare-borromeo.it;;VIA ANTONIO GRAMSCI 38;Scrivi qui le tue note...;;SIG.SAMIR;gabriele;;;IMMOBILIARE BORROMEO SAS;;;255303653;;;120;428
20158;;MILANO;a.provenzano@tecnocasa.it  21/1/2025  tutto ok;;PIAZZA DERGANO 2;Scrivi qui le tue note...;;SIG.ALBERTO PROVENZANO;gabriele;;;IMMOBILIARE DERGANO;;;26682460;;;121;429
20127;;MILANO;info@immobiliareparisi.com;;VIA MARIO PIERI 2 ANG.VIA PADOVA;Scrivi qui le tue note...;2858560960;SIG.PARISI ANDREA - SIG.RA STEFANIA;gabriele;;;IMMOBILIARE PARISI;W7YVJK9;;245942015;;;122;430
21047;;SARONNO;mail@immobiliareceriani.com;;VICOLO POZZETTO 7;Scrivi qui le tue note...;;SIG.RA ROBERTA CERIANI;gabriele;;;IMMOBILIARE ROBERTA CERIANI;KRRH6B9;;296280334;;;123;431
20097;;SAN DONATO MILANESE;amministrazione@impresabce.it;;VIA ADDA 18F;Scrivi qui le tue note...;;SIG.RA FAUSTA VALENTE;gabriele;;;IMMOBILIARE SUD MILANO SAS;;;025276679 / 3939239084 / 3394556314 (Fausta);;;124;432
20010;;ARLUNO;amministrazione@gruppoecoter.it;;VIA PER POGLIANO 110;Scrivi qui le tue note...;5132650960;;gabriele;;;INERTI ECOTER SGA A.R.L.;A4707H7;;2901224243;;;125;433
20122;;MILANO;paolo.colombari@invenium-legaltech.it;;VIA BAROZZI 6;Scrivi qui le tue note...;11469110966;SIG.PAOLO COLOMBARI;gabriele;;;INVENIUM LEGALTECH SRL;;;276004029;;;126;434
20812;;LIMBIATE;luciano.pedretti@junior-plast.it;;VIA G.MARCONI 51;Scrivi qui le tue note...;2719550184;SIG.LUCIANO PEDRETTI;gabriele;;;JUNIOR PLAST SRL;W7YVJK9;;249704507;;;127;435
21013;;GALLARATE;studiolegaleliciacolombo@gmail.com;;Piazza Europa 1;Scrivi qui le tue note...;;AVV.TO LICIA COLOMBO;gabriele;;;AVV.TO LICIA COLOMBO;;;331701266;;;128;436
20831;;SEREGNO;casagomma@casagomma.it;;VIA BIZET 21/23;Scrivi qui le tue note...;2709210963;SIG.RA PAOLA;gabriele;;;CASA DELLA GOMMA;SUBM70N;;362237042;;;129;437
20826;;MISINTO;amministrazione@lacidue.com;;VIA DEI GUASTI 15;Scrivi qui le tue note...;3072680964;SIG.FABIO CONTI - SIG.RA GIUSY;gabriele;;;LA C2 COMPENSATI CURVATI SRL;;;296329518;;;130;438
20072;;CINISELLO BALSAMO;amministrazione@lcinvestigazionievigilanza.it;;VIA DEI LAVORATORI 78;Scrivi qui le tue note...;12649340960;SIG.RA LAURA CIPPO;gabriele;;;LC INVESTIGAZIONI E VIGILANZA SRL;T9K4ZHO;;02.61.71752;;;131;439
20094;;CORSICO;ld.legnani@libero.it;;VIA LEONARDO DA VINCI 35;Scrivi qui le tue note...;8793820963;SIG.RA CLAUDIA;gabriele;;;LD DI LEGNANI;M5UXCR1;;3286395292;;;132;440
20020;;ARESE;amministrazione@lgsrl.org;;VIA DELLA MOIA 1;Scrivi qui le tue note...;6829990966;SIG.RA SILVANA - SIG.PAOLO VECCHIONE - ANGELINA, moglie del sig. Paolo (lei firma!);gabriele;;;LG TRANSPORT SRL;lgtransport.srl@pec.it;;02/38306664;;;133;441
20824;;LAZZATE;;;VIA PRIMO MAGGIO,36;Scrivi qui le tue note...;;SIG. ANDREA CARDINO 3469504164;gabriele;;;LUNATHERM IMPIANTI Sas;;;292861716;;;134;442
20100;;MILANO;amministrazione@agenzia18sarpi.it;;VIA CENISIO 42;Scrivi qui le tue note...;;LUCA DIPANTALEO-;gabriele;;;L&L CONSULTING;;;237052776;;;135;443
20154;;MILANO;amministrazione@agenzia18sarpi.it;;VIA CENISIO 42;Scrivi qui le tue note...;;LUCA DIPANTALEO-;gabriele;;;L&L CONSULTING SNC (IMMOBILIARE SARPI);;;237052776;;;136;444
20026;;NOVATE MILANESE;info@magistrirestauro.it;;VIA VIGNONE 58;Scrivi qui le tue note...;9601940969;SIG.RA TERESA/DANIELA;gabriele;;;MAGISTRI SRL;USAL8PV;;299269778;;;137;445
20011;;CORBETTA;oli.magistroni@gmail.com;;VIA TRENTO 46/48;Scrivi qui le tue note...;;SIG.DIMERIO;gabriele;;;MAGISTRONI CONFEZIONI Srl;SUBM70N;;29779592;;;138;446
20010;;MARCALLO CON CASONE;ammin@maguglianisrl.it;;VIA DE GASPERI 220;Scrivi qui le tue note...;12359070153;SIG.MAGUGLIANI - SIG.RA AGOSTI PAOLA;gabriele;;;MAGUGLIANI Srl;SUBM70N;;297254250;;;139;447
20122;;MILANO;giovanni.masseroni@libero.it;;VIA BORGAZZI 2;Scrivi qui le tue note...;;SIG.MASSERONI;gabriele;;;MASSERONI GIOVANNI;;;0258322740 - 3298111823;;;140;448
20090;;TREZZANO S/N;amministrazione@medhaitaly.com;;VIA TREVES 15;Scrivi qui le tue note...;10341570967;SIG.RA ALBERA (DI NOME);gabriele;;;MEDHA ITALY SRL;GL7H2C0;;248840304;;;141;449
20010;;MARCALLO CON CASONE;porte@maguglianisrl.it;;VIA DE GASPERI 220;Scrivi qui le tue note...;3694060967;SIG.MAGUGLIANI - SIG.RA SONIA;gabriele;;;CMR SRL (MAGUGLIANI);;;297254250;;;142;450
24052;;AZZANO SAN PAOLO;info@like-home.it;;C/O LIKE HOME VIA LEOPARDI 1;Scrivi qui le tue note...;739690162;SIG.RA MARINA / CARLO BRIGUGLIO;gabriele;;;MAREVA SRL;X2PH38J;;0350400290 CELL. BRIGUGLIO 3356120048;;;143;451
20146;;MILANO;p.romano@un-usual.it;;PIAZZALE DALLE BANDE NERE 7;Scrivi qui le tue note...;;SIG.PASQUALE ROMANO;gabriele;;;MARVEL ITALIA Srl;;;233601092;;;144;452
20090;;BUCCINASCO;info@nccmarini.com;;VIA ROMAGNA 32;Scrivi qui le tue note...;;SIG.GIUSEPPE MARINI;gabriele;;;MARINI LIMOUSINE (NCC MARINI);;;3274732792;;;145;453
20059;;CASARILE;massimovarolo@maxsecurity.otr;;VIA MASCAGNI 10/A;Scrivi qui le tue note...;12032600962;SIG.MASSIMO;gabriele;;;MASSIMO VAROLO - MAX SECURITY;max.security@pec.it;;3314296180;;;146;454
20013;;FRAZ.PONTE NUOVO - MAGENTA;info@mecapantincendio.it;;VIA U.FOSCOLO 14;Scrivi qui le tue note...;;SIG.RA MELE;gabriele;;;MECAP Srl;;;297950538;;;147;455
20123;;MILANO;daniela.ricotti@mediarteprogetti.com;;via battistotti sassi n 28;Scrivi qui le tue note...;;SIG.RA DANIELA RICOTTI;gabriele;;;MEDIARTE PROGETTI;;;0230120298 (cell. 3483506287) 3932724503 /;;;148;456
;;;;;;Scrivi qui le tue note...;;;gabriele;;;MEOLA CIRO SALA SCOMMESSE;;;;;;149;457
20010;;POGLIANO (SEDE LEGALE);amministrazione.modigliani@gmail.com;;VIA SAN GIOVANNI 34;Scrivi qui le tue note...;4707900967;SIG.RA PATRIZIA;gabriele;;;MODIGLIANI DAVIDE SRL;;;284102101;;;150;458
20090;;BUCCINASCO;moreygroupscarl@gmail.com  10/5/2024  tutto ok   29/1/2025  tutto ok;;VIA BUOZZI 22;Scrivi qui le tue note...;10882980963;SIG.MOREY;gabriele;;;MOREY GROUP SCARL;5RUO82D;;296844786;;;151;459
20011;;CORBETTA;info@mp-mobilisumisura.com;;VIA PIETRO VERRI 35;Scrivi qui le tue note...;;SIG.ROBERTO;gabriele;;;MP MOBILI SU MISURA;;;02/97272234;;;152;460
;;PESCHIERA BORROMEO;amministrazione@multiservice-srl.eu;;VIA GRAMSCI 25;Scrivi qui le tue note...;12479060969;SIG.ARMANDO;gabriele;;;MULTISERVICE SRL;KRRH6B9;;3513395591;;;153;461
20823;;LENTATE SUL SEVESO;newservicetechnology@hotmail.com;;VIA MONTELLO 24;Scrivi qui le tue note...;4157010408;SIG.GIUSEPPE/MATTEO GRASSI;gabriele;;;NEW SERVICE TECHNOLOGY SRL;T9K4ZHO;;3492981983 - 3356404528;;;154;462
20019;;SETTIMO MILANESE;segreteria@nuovaompsrl.it - amministrazione@ompsrl.it  24/6/2025  fissato app  x vis. Cortesia 30/6/2025;;VIA GALLARATA 7;Scrivi qui le tue note...;9797620961;SIG.RA SARA - SIG.PRATI;gabriele;;;NUOVA OMP SRL;USAL8PV;;248920769;;;155;463
20017;;CORREZZANA;"m.faioni@clusteradv.it ;multicrea@multicrea.it";;VIA FERMI 2/A;Scrivi qui le tue note...;;sig.ra michela faioni //sig.ra annamaria meazza;gabriele;;;ANNA MARIA MEAZZA;;;3881021845 (3482857580 MEAZZA );;;156;464
20017;;RHO;contabilita@ocitrasmissioni.it;;VIA ACHILLE GRANDI 2;Scrivi qui le tue note...;11650870154;SIG.MAZZA;gabriele;;;OCITRASMISSIONI;SUBM70N;;293909226;;;157;465
20011;;CORBETTA;barbara@officinecolombo.it;;VIA MILANO 44;Scrivi qui le tue note...;9477820964;SIG.RA BARBARA;gabriele;;;OFFICINE COLOMBO;;;297273519;;;158;466
20088;;ROSATE;onlyfastsrl@gmail.com;;VIA ALDO MORO 5/9;Scrivi qui le tue note...;11923610965;SIG.ETTORE;gabriele;;;ONLY FAST SRL;T9K4ZHO;;3928926031;;;159;467
20028;;SAN VITTORE OLONA;info@om-ca.com;;VIA GIACOMO PUCCINI 16;Scrivi qui le tue note...;8510770152;SIG.RA NICOLETTA;gabriele;;;OM-CA AUTOTRASPORTI SRL;X2PH38J;;331589633;;;160;468
20081;;ABBATEGRASSO;arch13@libero.it;;GALLERIA EUROPA 9;Scrivi qui le tue note...;;SIG.OSCAR DORIA;gabriele;;;OSCAR DORIA;;;3479316226;;;161;469
20017;;RHO;perris@visionottica.it;;CORSO GARIBALDI 28;Scrivi qui le tue note...;8009970156;STEFANO CIOCIA;gabriele;;;OTTICA PERRIS SRL;PERRIS@ARUBAPEC.IT  (WY7PJ6K);;29302476;;;162;470
20007;;CORNAREDO;alessandro@welcome-home.it;;VIA BRUGHIERA 36;Scrivi qui le tue note...;7230040961;SIG.ALESSANDRO;gabriele;;;SFORZA SRL;N9KM26R;;3880534043;;;163;471
20132;;MILANO;menziom@hotmail.com;;VIA DERNA 26 cit. BTI;Scrivi qui le tue note...;2459160962;RAG.MASSIMO MENZIO;gabriele;;;STUDIO MASSIMO MENZIO;PAXCCYU;;26691974;;;164;472
20080;;BINASCO;scrivimi@lucamergati.it;;VIA MATTEOTTI 110 ANGOLO VIA DE AMICIS;Scrivi qui le tue note...;;DOTT. MERGATI;gabriele;;;STUDIO DOTT. MERGATI;;;29055576;;;165;473
20861;;BRUGHERIO;ilaria@studiosardi.com;;VIA G.OBERDAN 1;Scrivi qui le tue note...;4823980968;SIG.RA SARDI ILARIA;gabriele;;;STUDIO SARDI;USAL8PV;;39870748;;;166;474
20123;;MILANO;ferdinando.mavellia@mavellia.eu;;VIA SAN MAURILIO 4;Scrivi qui le tue note...;2107680965;SIG.FERDINANDO MAVELLIA;gabriele;;;STUDIO FERDINANDO MAVELLIA;W7YVJK9;;2860996;;;167;475
20063;;CERNUSCO;;;Via SS11 Padana sup. N30;Scrivi qui le tue note...;;Sig.ra Simona;gabriele;;;M.G.I. Srl;;;292106839;;;168;476
20142;;MILANO;info@newanfrasrl.it;;VIA COSTANTINO BARONI 7;Scrivi qui le tue note...;;SIG.BELLONI (cit Belloni Cozzi);gabriele;;;NEW ANFRA Srl;;;028394048 - 3356851750;;;169;477
20070;;CERRO AL LAMBRO;coop.overland@yahoo.it;;VIA DELLA VECCHIA CHIMICA 35/5 E;Scrivi qui le tue note...;5709500960;SIG.ISIDORO CAVALIERE;gabriele;;;TRASPORTI OVERLAND SOOC COOP ARL;KRRH6B9;;298247932;;;170;478
20089;;ROZZANO;paveri.incisioni@gmail.com;;VIA TORINO 104;Scrivi qui le tue note...;;SIG.PAVERI;gabriele;;;PAVERI INCISIONI;;;02/8251160;;;171;479
